# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=9.39328e-06 to 1.4903 h/Mpc,
# number of wavenumbers equal to 114
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:vx_smg                 7:vx_prime_smg           8:d_tot                  9:phi                   10:psi                   11:h                     12:h_prime               13:eta                   14:eta_prime             15:H_T_Nb_prime          16:k2gamma_Nb            17:t_g                   18:t_b                   19:t_ur                  20:t_tot              
       7.971542153162e-02      -1.936276265132e-01      -1.173441504696e+04      -1.179101143588e+04      -1.928222700754e-01       9.084619176405e+02       0.000000000000e+00      -3.016611298264e+03       1.636423449899e-01       1.636423449899e-01       2.358202287177e+04       3.318465384314e+00       2.790156826576e-01       9.467678418134e-05       1.396262581788e-08      -3.516553772528e-12      -1.659232932821e+00      -1.505954543296e-04      -1.659232692157e+00      -6.563081302099e-04 
       8.263138000164e-02      -1.841775083981e-01      -1.198758098968e+04      -1.205091103140e+04      -1.834114507300e-01       8.641551294139e+02       0.000000000000e+00      -3.082894916779e+03       1.556528364639e-01       1.556528364639e-01       2.410182206280e+04       3.391710166910e+00       2.653957375189e-01       9.007014329664e-05       1.328120995946e-08      -3.344935945133e-12      -1.695855312375e+00      -1.648294359267e-04      -1.695855083455e+00      -6.724174089270e-04 
       8.560608847673e-02      -1.754173787912e-01      -1.224330924543e+04      -1.231279787875e+04      -1.746882039061e-01       8.226516906659e+02       0.000000000000e+00      -3.149709231974e+03       1.481800542394e-01       1.481800542394e-01       2.462559575750e+04       3.465058032002e+00       2.526386580459e-01       8.576260316675e-05       1.264954661980e-08      -3.185848526405e-12      -1.732529233864e+00      -1.773523211420e-04      -1.732529016001e+00      -6.882917819220e-04 
       8.864670236625e-02      -1.673236577715e-01      -1.251669775117e+04      -1.259117870976e+04      -1.666282858339e-01       7.845608904245e+02       0.000000000000e+00      -3.220790828375e+03       1.413165919893e-01       1.413165919893e-01       2.518235741952e+04       3.543343245794e+00       2.409320501063e-01       8.181055550803e-05       1.206592372361e-08      -3.038860322028e-12      -1.771671830647e+00      -1.870372366509e-04      -1.771671622897e+00      -7.046870322695e-04 
       9.175988705082e-02      -1.600489543269e-01      -1.282239396848e+04      -1.290017371608e+04      -1.593840731840e-01       7.502173693458e+02       0.000000000000e+00      -3.299774890926e+03       1.351322254685e-01       1.351322254685e-01       2.580034743217e+04       3.630119891921e+00       2.303789182701e-01       7.823496587140e-05       1.154135070968e-08      -2.906744111571e-12      -1.815060144580e+00      -1.929425434828e-04      -1.815059945961e+00      -7.221419609731e-04 
       9.495195003469e-02      -1.535648544939e-01      -1.317286169350e+04      -1.325187793364e+04      -1.529269589932e-01       7.197874417006e+02       0.000000000000e+00      -3.389772077875e+03       1.296474726670e-01       1.296474726670e-01       2.650375586728e+04       3.729302961812e+00       2.210274153981e-01       7.509842765691e-05       1.107377519905e-08      -2.788982993619e-12      -1.864651671461e+00      -1.945148808255e-04      -1.864651480906e+00      -7.413220830297e-04 
       9.822893791487e-02      -1.478487688965e-01      -1.357548898164e+04      -1.365355210558e+04      -1.472345958608e-01       6.930224186640e+02       0.000000000000e+00      -3.492646156913e+03       1.248222720060e-01       1.248222720060e-01       2.730710421116e+04       3.842713654376e+00       2.128028218925e-01       7.229849188088e-05       1.066157212798e-08      -2.685167688137e-12      -1.921357010658e+00      -1.917191766283e-04      -1.921356827188e+00      -7.625700695031e-04 
       1.015967083250e-01      -1.428691017583e-01      -1.403141772117e+04      -1.410652655300e+04      -1.422759039067e-01       6.694154859745e+02       0.000000000000e+00      -3.608730539692e+03       1.205720210380e-01       1.205720210380e-01       2.821305310600e+04       3.970309892385e+00       2.055466914888e-01       6.984200675174e-05       1.030247119739e-08      -2.594726409495e-12      -1.985155123375e+00      -1.851980285679e-04      -1.985154946193e+00      -7.859734958614e-04 
       1.050609837095e-01      -1.383475457664e-01      -1.453333509296e+04      -1.460402022913e+04      -1.377732022282e-01       6.481577201111e+02       0.000000000000e+00      -3.736268858301e+03       1.167416275055e-01       1.167416275055e-01       2.920804045825e+04       4.110711077411e+00       1.990142657507e-01       6.763997363841e-05       9.976400268784e-09      -2.512603894070e-12      -2.055355710251e+00      -1.762565104132e-04      -2.055355538706e+00      -8.114628211893e-04 
       1.086273916839e-01      -1.341125466098e-01      -1.506561776226e+04      -1.513127106454e+04      -1.335558520053e-01       6.282547549329e+02       0.000000000000e+00      -3.871448864323e+03       1.131561659132e-01       1.131561659132e-01       3.026254212908e+04       4.259462280868e+00       1.928995547516e-01       6.553911958052e-05       9.670995143511e-09      -2.435686159581e-12      -2.129731306703e+00      -1.668121015123e-04      -2.129731140434e+00      -8.384723599389e-04 
       1.123014953716e-01      -1.299617588245e-01      -1.560501037417e+04      -1.566612270511e+04      -1.294224526411e-01       6.086644756140e+02       0.000000000000e+00      -4.008556143885e+03       1.096283107293e-01       1.096283107293e-01       3.133224541021e+04       4.410246558827e+00       1.868799738837e-01       6.351352316626e-05       9.371669612325e-09      -2.360299599801e-12      -2.205123440477e+00      -1.591618509938e-04      -2.205123279413e+00      -8.661372170327e-04 
       1.160888162131e-01      -1.256401364700e-01      -1.612399319221e+04      -1.618223341813e+04      -1.251187690634e-01       5.884246214950e+02       0.000000000000e+00      -4.140801719954e+03       1.059801346666e-01       1.059801346666e-01       3.236446683626e+04       4.555954298342e+00       1.806614984691e-01       6.141488051420e-05       9.060031631684e-09      -2.281812091020e-12      -2.277977304877e+00      -1.556319352377e-04      -2.277977149171e+00      -8.934454138826e-04 
       1.199948511458e-01      -1.210462840548e-01      -1.659543582697e+04      -1.665349979509e+04      -1.205440992697e-01       5.668004843360e+02       0.000000000000e+00      -4.261463387215e+03       1.020864689223e-01       1.020864689223e-01       3.330699959018e+04       4.688599159254e+00       1.740196514875e-01       5.914720434802e-05       8.728774361096e-09      -2.198383370680e-12      -2.344299729595e+00      -1.580913301034e-04      -2.344299579627e+00      -9.191494698551e-04 
       1.240250856583e-01      -1.160892708631e-01      -1.699984062622e+04      -1.706104409120e+04      -1.156076907189e-01       5.435573621954e+02       0.000000000000e+00      -4.365684388227e+03       9.789921296476e-02       9.789921296476e-02       3.412208818240e+04       4.803336043040e+00       1.668808026378e-01       5.673428947332e-05       8.371337530034e-09      -2.108361203424e-12      -2.401668165331e+00      -1.674630664682e-04      -2.401668021520e+00      -9.424612026486e-04 
       1.281850039557e-01      -1.108027194657e-01      -1.732998719777e+04      -1.739763652770e+04      -1.103429811766e-01       5.188951536880e+02       0.000000000000e+00      -4.451614092298e+03       9.345336953617e-02       9.345336953617e-02       3.479527305540e+04       4.898269408863e+00       1.593063746750e-01       5.423490569165e-05       7.990142723581e-09      -2.012355476981e-12      -2.449134841727e+00      -1.833087975232e-04      -2.449134704432e+00      -9.629532994376e-04 
       1.324800973032e-01      -1.054158882747e-01      -1.759651101520e+04      -1.767314252371e+04      -1.049787252556e-01       4.934633553748e+02       0.000000000000e+00      -4.521807617669e+03       8.887630269173e-02       8.887630269173e-02       3.534628504743e+04       4.975139870638e+00       1.514957904492e-01       5.149613750395e-05       7.601724043475e-09      -1.914530383573e-12      -2.487570065854e+00      -2.036601627068e-04      -2.487569935319e+00      -9.806653805335e-04 
       1.369158715004e-01      -1.000478914269e-01      -1.782827947820e+04      -1.791493926366e+04      -9.963302918219e-02       4.683034058586e+02       0.000000000000e+00      -4.583330938594e+03       8.434456450104e-02       8.434456450104e-02       3.582987852733e+04       5.042841719285e+00       1.437698857315e-01       4.890425840361e-05       7.214659677379e-09      -1.817046380596e-12      -2.521420983515e+00      -2.251966349515e-04      -2.521420859642e+00      -9.968023866312e-04 
       1.414978543654e-01      -9.497187584230e-02      -1.806830580474e+04      -1.816408690769e+04      -9.457805268583e-02       4.445591631749e+02       0.000000000000e+00      -4.646770821773e+03       8.006590872274e-02       8.006590872274e-02       3.632817381538e+04       5.112901565502e+00       1.364777020020e-01       4.642760421848e-05       6.848644255954e-09      -1.724863654524e-12      -2.556450900342e+00      -2.438657298998e-04      -2.556450782751e+00      -1.012963180893e-03 
       1.462316040673e-01      -9.039959814051e-02      -1.836408988596e+04      -1.846613151459e+04      -9.002474159328e-02       4.231526458208e+02       0.000000000000e+00      -4.723862555880e+03       7.621021957227e-02       7.621021957227e-02       3.693226302918e+04       5.197750089620e+00       1.299051869163e-01       4.419202404370e-05       6.518945885773e-09      -1.641827550672e-12      -2.598875156737e+00      -2.558818220249e-04      -2.598875044810e+00      -1.030959030265e-03 
       1.511227191140e-01      -8.645615343529e-02      -1.875460255717e+04      -1.885867790653e+04      -8.609771052846e-02       4.046379538770e+02       0.000000000000e+00      -4.824285890738e+03       7.287598564752e-02       7.287598564752e-02       3.771735581306e+04       5.308195659297e+00       1.242196277777e-01       4.226375556728e-05       6.234585195069e-09      -1.570209957198e-12      -2.654097936670e+00      -2.589209335459e-04      -2.654097829648e+00      -1.052508784894e-03 
       1.561768507844e-01      -8.309529105118e-02      -1.925551217545e+04      -1.935715290349e+04      -8.275077701976e-02       3.889137741304e+02       0.000000000000e+00      -4.951999649069e+03       7.004302405153e-02       7.004302405153e-02       3.871430580698e+04       5.448859751151e+00       1.193911008466e-01       4.057388977400e-05       5.992227203248e-09      -1.509170943365e-12      -2.724429978439e+00      -2.531045018948e-04      -2.724429875575e+00      -1.078513318521e-03 
       1.613997187862e-01      -8.018896569942e-02      -1.984933725502e+04      -1.994524434905e+04      -7.985656807585e-02       3.752485514347e+02       0.000000000000e+00      -5.102782984907e+03       6.758237975041e-02       6.758237975041e-02       3.989048869809e+04       5.614690856693e+00       1.151944440958e-01       3.919134349112e-05       5.782644051871e-09      -1.456386429102e-12      -2.807345527587e+00      -2.414105367354e-04      -2.807345428346e+00      -1.108450783681e-03 
       1.667971309071e-01      -7.747947982358e-02      -2.048881333278e+04      -2.057808716189e+04      -7.715834904039e-02       3.625353021483e+02       0.000000000000e+00      -5.265057976078e+03       6.529290836072e-02       6.529290836072e-02       4.115617432379e+04       5.793199501228e+00       1.112906900681e-01       3.786983393570e-05       5.587256066918e-09      -1.407177035070e-12      -2.896599846488e+00      -2.290953171420e-04      -2.896599750614e+00      -1.140717503419e-03 
       1.723750074275e-01      -7.471761891668e-02      -2.110596230855e+04      -2.119067212879e+04      -7.440796828089e-02       3.495813155311e+02       0.000000000000e+00      -5.422067639722e+03       6.295999182990e-02       6.295999182990e-02       4.238134425759e+04       5.965927407280e+00       1.073130770113e-01       3.650428105358e-05       5.388096386955e-09      -1.357017721697e-12      -2.982963796085e+00      -2.221808486181e-04      -2.982963703640e+00      -1.172683560367e-03 
       1.781394110640e-01      -7.169745079644e-02      -2.163116269922e+04      -2.171586380645e+04      -7.140032329205e-02       3.354454316833e+02       0.000000000000e+00      -5.556529030190e+03       6.041379902293e-02       6.041379902293e-02       4.343172761290e+04       6.113922427563e+00       1.029729887754e-01       3.502984344662e-05       5.170316547540e-09      -1.302168832537e-12      -3.056961302487e+00      -2.252413345675e-04      -3.056961213781e+00      -1.201409276128e-03 
       1.840965832245e-01      -6.837794655142e-02      -2.203118940443e+04      -2.212129466399e+04      -6.809453952698e-02       3.199508899308e+02       0.000000000000e+00      -5.660122639888e+03       5.762192574187e-02       5.762192574187e-02       4.424258932799e+04       6.228170251464e+00       9.821589669189e-02       3.345144349980e-05       4.930956778596e-09      -1.241884935407e-12      -3.114085210344e+00      -2.392339914061e-04      -3.114085125732e+00      -1.225315142648e-03 
       1.902529873855e-01      -6.492453315706e-02      -2.232873110042e+04      -2.242830856419e+04      -6.465551518326e-02       3.037231676354e+02       0.000000000000e+00      -5.738364233935e+03       5.470047451608e-02       5.470047451608e-02       4.485661712838e+04       6.314008590469e+00       9.323356212940e-02       3.171716774844e-05       4.681945035477e-09      -1.179170142638e-12      -3.157004375544e+00      -2.606470796058e-04      -3.157004295235e+00      -1.244898263947e-03 
       1.966153604548e-01      -6.153741244431e-02      -2.259415748881e+04      -2.270405597163e+04      -6.128244080812e-02       2.878695189238e+02       0.000000000000e+00      -5.808568544913e+03       5.184495606168e-02       5.184495606168e-02       4.540811194326e+04       6.391314606509e+00       8.836624406548e-02       3.005998902819e-05       4.437711582755e-09      -1.117658785051e-12      -3.195657379370e+00      -2.824967586017e-04      -3.195657303254e+00      -1.262916482827e-03 
       2.031907730703e-01      -5.844954367931e-02      -2.291316741345e+04      -2.303045117290e+04      -5.820738664216e-02       2.734067872527e+02       0.000000000000e+00      -5.891851724450e+03       4.924036735991e-02       4.924036735991e-02       4.606090234580e+04       6.482909010591e+00       8.392618691165e-02       2.855574585084e-05       4.215053147955e-09      -1.061581198421e-12      -3.241454577584e+00      -2.972120976066e-04      -3.241454505296e+00      -1.282602571293e-03 
       2.099866999160e-01      -5.577557628649e-02      -2.335264776278e+04      -2.347187624556e+04      -5.554448886252e-02       2.609076574354e+02       0.000000000000e+00      -6.004792509045e+03       4.698878731291e-02       4.698878731291e-02       4.694375249112e+04       6.607306102800e+00       8.008894984514e-02       2.726851931307e-05       4.022235877097e-09      -1.013019250970e-12      -3.303653120384e+00      -3.004245007907e-04      -3.303653051400e+00      -1.306843161865e-03 
       2.170111013361e-01      -5.349783634877e-02      -2.392685926530e+04      -2.404282488724e+04      -5.327619300684e-02       2.502461274187e+02       0.000000000000e+00      -6.151092738019e+03       4.506850797458e-02       4.506850797458e-02       4.808564977448e+04       6.768326764752e+00       7.681574962501e-02       2.613120841789e-05       3.857987714984e-09      -9.716525695418e-13      -3.384163448541e+00      -2.936168126068e-04      -3.384163382376e+00      -1.336588762873e-03 
       2.242725177963e-01      -5.144332307495e-02      -2.457637435586e+04      -2.468697233687e+04      -5.123023357756e-02       2.405960782528e+02       0.000000000000e+00      -6.316213743124e+03       4.333112143596e-02       4.333112143596e-02       4.937394467374e+04       6.949837950141e+00       7.385294335032e-02       2.499448746740e-05       3.709836971871e-09      -9.343400997105e-13      -3.474919038679e+00      -2.838099655511e-04      -3.474918975071e+00      -1.369802259899e-03 
       2.317801791231e-01      -4.936258884240e-02      -2.519589814736e+04      -2.530342661183e+04      -4.915809007856e-02       2.308896332952e+02       0.000000000000e+00      -6.474157084955e+03       4.158285687487e-02       4.158285687487e-02       5.060685322365e+04       7.123648002554e+00       7.087406061353e-02       2.415152793085e-05       3.559797240654e-09      -8.965518792336e-13      -3.561824062323e+00      -2.799228047000e-04      -3.561824001277e+00      -1.402425469309e-03 
       2.395441309545e-01      -4.714670058605e-02      -2.570216348012e+04      -2.581198749529e+04      -4.695139501329e-02       2.205133935787e+02       0.000000000000e+00      -6.604272800186e+03       3.971406048516e-02       3.971406048516e-02       5.162397499058e+04       7.266831747283e+00       6.768846331766e-02       2.305522467640e-05       3.400015615508e-09      -8.563101164007e-13      -3.633415931942e+00      -2.874203335672e-04      -3.633415873641e+00      -1.430892319741e-03 
       2.475753815151e-01      -4.480601677714e-02      -2.608481202394e+04      -2.620190926645e+04      -4.462042056752e-02       2.095547529018e+02       0.000000000000e+00      -6.703824501911e+03       3.774032687493e-02       3.774032687493e-02       5.240381853290e+04       7.376407641955e+00       6.432407578893e-02       2.182371439466e-05       3.231236973457e-09      -8.138024120356e-13      -3.688203876379e+00      -3.044297241902e-04      -3.688203820978e+00      -1.454354609026e-03 
       2.558860727221e-01      -4.249055335572e-02      -2.641992227817e+04      -2.654548444794e+04      -4.231454628180e-02       1.987280148367e+02       0.000000000000e+00      -6.791465004624e+03       3.579041507700e-02       3.579041507700e-02       5.309096889589e+04       7.472844806019e+00       6.100073755375e-02       2.068819531593e-05       3.064276257667e-09      -7.717525610525e-13      -3.736422455548e+00      -3.226010981858e-04      -3.736422403010e+00      -1.475480001913e-03 
       2.644896808124e-01      -4.039732215738e-02      -2.682642951439e+04      -2.695707508988e+04      -4.023002798745e-02       1.889004364757e+02       0.000000000000e+00      -6.896647883047e+03       3.402050528214e-02       3.402050528214e-02       5.391415017977e+04       7.588595905662e+00       5.798284566014e-02       1.965438215245e-05       2.913339185146e-09      -7.337383408972e-13      -3.794298002766e+00      -3.329573853446e-04      -3.794297952831e+00      -1.499131966283e-03 
       2.734012532490e-01      -3.855805366267e-02      -2.736339561852e+04      -2.749390171328e+04      -3.839836701152e-02       1.803081141112e+02       0.000000000000e+00      -7.034093068695e+03       3.247299553537e-02       3.247299553537e-02       5.498780342656e+04       7.739840408421e+00       5.534561404366e-02       1.889328972948e-05       2.780712803369e-09      -7.003357553622e-13      -3.869920251875e+00      -3.327754318961e-04      -3.869920204211e+00      -1.527995957780e-03 
       2.826376907533e-01      -3.688420021094e-02      -2.798455187685e+04      -2.811216679599e+04      -3.673141441151e-02       1.725086034644e+02       0.000000000000e+00      -7.192493222349e+03       3.106822332321e-02       3.106822332321e-02       5.622433359197e+04       7.914148355013e+00       5.295231226752e-02       1.796335833334e-05       2.660014017739e-09      -6.699371916905e-13      -3.957074223114e+00      -3.280011511502e-04      -3.957074177507e+00      -1.560582280100e-03 
       2.922180861132e-01      -3.525305395169e-02      -2.858238927608e+04      -2.870908342432e+04      -3.510708395106e-02       1.648264654036e+02       0.000000000000e+00      -7.345352594918e+03       2.968475311534e-02       2.968475311534e-02       5.741816684864e+04       8.082358674699e+00       5.059253667864e-02       1.717854858447e-05       2.542397387403e-09      -6.403148835006e-13      -4.041179380918e+00      -3.282879726512e-04      -4.041179337349e+00      -1.592756869985e-03 
       3.021641352170e-01      -3.352796312510e-02      -2.907569042309e+04      -2.920610904551e+04      -3.338908205273e-02       1.568095604595e+02       0.000000000000e+00      -7.472460565398e+03       2.824080969536e-02       2.824080969536e-02       5.841221809101e+04       8.222230717479e+00       4.813322653512e-02       1.641111292871e-05       2.418006220191e-09      -6.089863759522e-13      -4.111115400196e+00      -3.381489799437e-04      -4.111115358739e+00      -1.620942777760e-03 
       3.125006409819e-01      -3.182242052825e-02      -2.949959340385e+04      -2.963643803434e+04      -3.169066481541e-02       1.487787021582e+02       0.000000000000e+00      -7.582389723682e+03       2.679454077870e-02       2.679454077870e-02       5.927287606868e+04       8.343207481899e+00       4.566639507300e-02       1.547758471876e-05       2.295026457541e-09      -5.780133373612e-13      -4.171603780274e+00      -3.526986390055e-04      -4.171603740949e+00      -1.646216899382e-03 
       3.232561380973e-01      -3.019103756598e-02      -2.995894590610e+04      -3.010039190791e+04      -3.006597747072e-02       1.412046490844e+02       0.000000000000e+00      -7.700997154463e+03       2.543035071271e-02       2.543035071271e-02       6.020078381581e+04       8.473728384631e+00       4.334317335747e-02       1.471602106834e-05       2.177391958517e-09      -5.483865288569e-13      -4.236864229647e+00      -3.627000150323e-04      -4.236864192316e+00      -1.672637417076e-03 
       3.344636767347e-01      -2.874293951213e-02      -3.052087612137e+04      -3.066300059655e+04      -2.862393541193e-02       1.343800504349e+02       0.000000000000e+00      -7.845011966289e+03       2.420134490497e-02       2.420134490497e-02       6.132600119309e+04       8.632202070314e+00       4.124671577928e-02       1.409339646688e-05       2.072975154193e-09      -5.220886596775e-13      -4.316101070676e+00      -3.648162677975e-04      -4.316101035157e+00      -1.703224297455e-03 
       3.461618180436e-01      -2.736146120119e-02      -3.113079215493e+04      -3.127236646681e+04      -2.724815441216e-02       1.279413800090e+02       0.000000000000e+00      -8.001044505656e+03       2.304169785680e-02       2.304169785680e-02       6.254473293361e+04       8.803904863396e+00       3.927098507762e-02       1.320992681057e-05       1.973361469222e-09      -4.970004789693e-13      -4.401952465518e+00      -3.652648929591e-04      -4.401952431698e+00      -1.736090102584e-03 
       3.583959156281e-01      -2.598063596745e-02      -3.169415091826e+04      -3.183787588558e+04      -2.587302100747e-02       1.215083791640e+02       0.000000000000e+00      -8.145745867779e+03       2.188308308063e-02       2.188308308063e-02       6.367575177117e+04       8.963132549673e+00       3.729710367748e-02       1.271849527087e-05       1.873795469800e-09      -4.719243080934e-13      -4.481566306960e+00      -3.717144144903e-04      -4.481566274836e+00      -1.767465768275e-03 
       3.712197889506e-01      -2.461783714798e-02      -3.220235020406e+04      -3.235083064489e+04      -2.451591396509e-02       1.150927325238e+02       0.000000000000e+00      -8.276892771308e+03       2.072771437670e-02       2.072771437670e-02       6.470166128978e+04       9.107449980234e+00       3.532649338120e-02       1.208163530108e-05       1.775530533885e-09      -4.471758162550e-13      -4.553725020537e+00      -3.830585818209e-04      -4.553724990117e+00      -1.796721526009e-03 
       3.846979427217e-01      -2.330509599409e-02      -3.273811848603e+04      -3.289030507209e+04      -2.320860739935e-02       1.089559412012e+02       0.000000000000e+00      -8.414869303678e+03       1.962248024874e-02       1.962248024874e-02       6.578061014418e+04       9.259286019170e+00       3.344284360583e-02       1.125533330192e-05       1.680874401633e-09      -4.233362187963e-13      -4.629643038384e+00      -3.917098530493e-04      -4.629643009585e+00      -1.827012824678e-03 
       3.989085608732e-01      -2.206487936365e-02      -3.334210947508e+04      -3.349556069190e+04      -2.197349075298e-02       1.031889558238e+02       0.000000000000e+00      -8.569780365795e+03       1.858379784675e-02       1.858379784675e-02       6.699112138380e+04       9.429752043404e+00       3.167365853261e-02       1.064969582836e-05       1.591447575892e-09      -4.008136470733e-13      -4.714876048981e+00      -3.955986216547e-04      -4.714876021702e+00      -1.860154244246e-03 
       4.139476220549e-01      -2.087268235608e-02      -3.396665199544e+04      -3.412179672268e+04      -2.078622632014e-02       9.761825281541e+01       0.000000000000e+00      -8.730046548055e+03       1.758052439401e-02       1.758052439401e-02       6.824359344537e+04       9.606106674285e+00       2.996386773918e-02       1.021798561000e-05       1.505484275518e-09      -3.791633806999e-13      -4.803053362950e+00      -4.009761630819e-04      -4.803053337143e+00      -1.894642035742e-03 
       4.299346766210e-01      -1.969312465378e-02      -3.456031741543e+04      -3.471925942827e+04      -1.961157581012e-02       9.208249207009e+01       0.000000000000e+00      -8.882865930234e+03       1.658358827733e-02       1.658358827733e-02       6.943851885654e+04       9.774269052885e+00       2.826406181516e-02       9.707792467428e-06       1.420432936986e-09      -3.577427962573e-13      -4.887134550783e+00      -4.105930268582e-04      -4.887134526442e+00      -1.928195700728e-03 
       4.470211495990e-01      -1.854522862474e-02      -3.517412606957e+04      -3.533649935307e+04      -1.846845378387e-02       8.669662510081e+01       0.000000000000e+00      -9.040762680338e+03       1.561364243286e-02       1.561364243286e-02       7.067299870613e+04       9.948021312448e+00       2.661031931452e-02       9.076695353087e-06       1.337664741587e-09      -3.368972322801e-13      -4.974010679138e+00      -4.191195119372e-04      -4.974010656224e+00      -1.962654918068e-03 
       4.654025985350e-01      -1.743786222537e-02      -3.585160885688e+04      -3.601614547604e+04      -1.736566947641e-02       8.152187099159e+01       0.000000000000e+00      -9.214685161062e+03       1.468167715147e-02       1.468167715147e-02       7.203229095207e+04       1.013940967899e+01       2.502203943537e-02       8.442783452978e-06       1.257819203536e-09      -3.167877534674e-13      -5.069704861040e+00      -4.253642920375e-04      -5.069704839494e+00      -2.000143525505e-03 
       4.853373749804e-01      -1.634155294362e-02      -3.653900489212e+04      -3.670680776512e+04      -1.627389588650e-02       7.639938635946e+01       0.000000000000e+00      -9.391386001091e+03       1.375913056724e-02       1.375913056724e-02       7.341361553024e+04       1.033384910027e+01       2.344983051637e-02       7.864831175014e-06       1.178771312753e-09      -2.968791659161e-13      -5.166924570330e+00      -4.341675331409e-04      -5.166924550136e+00      -2.038595630031e-03 
       5.071760629000e-01      -1.525528532449e-02      -3.725487763671e+04      -3.742637037599e+04      -1.519211491247e-02       7.133056632576e+01       0.000000000000e+00      -9.575469839951e+03       1.284623669617e-02       1.284623669617e-02       7.485274075198e+04       1.053641410303e+01       2.189430076551e-02       7.320348102342e-06       1.100447747210e-09      -2.771530031240e-13      -5.268207070369e+00      -4.437329966138e-04      -5.268207051514e+00      -2.078713313769e-03 
       5.314098822922e-01      -1.418569012319e-02      -3.803688683001e+04      -3.821154019492e+04      -1.412694255300e-02       6.633497618710e+01       0.000000000000e+00      -9.776370790405e+03       1.194654091931e-02       1.194654091931e-02       7.642308038984e+04       1.075748484998e+01       2.036110577876e-02       6.812627835640e-06       1.023327067725e-09      -2.577297929111e-13      -5.378742442527e+00      -4.524990910594e-04      -5.378742424992e+00      -2.122247066931e-03 
       5.587542443958e-01      -1.311095661813e-02      -3.886772504721e+04      -3.904643104710e+04      -1.305665733555e-02       6.131162198022e+01       0.000000000000e+00      -9.989967467156e+03       1.104185406592e-02       1.104185406592e-02       7.809286209420e+04       1.099252393026e+01       1.881927793085e-02       6.315320415544e-06       9.458365245812e-10      -2.382134307754e-13      -5.496261981338e+00      -4.633527518484e-04      -5.496261965130e+00      -2.168759695076e-03 
       5.903015040822e-01      -1.202612551147e-02      -3.979114499462e+04      -3.997393047951e+04      -1.197631923598e-02       5.623843136741e+01       0.000000000000e+00      -1.022727303131e+04       1.012819727811e-02       1.012819727811e-02       7.994786095903e+04       1.125365298121e+01       1.726207416849e-02       5.826327865804e-06       8.676187881332e-10      -2.185139215447e-13      -5.626826505473e+00      -4.745561882715e-04      -5.626826490606e+00      -2.220308131820e-03 
       6.278196747773e-01      -1.091051169750e-02      -4.082737628295e+04      -4.101499820412e+04      -1.086533360224e-02       5.101438141519e+01       0.000000000000e+00      -1.049362582445e+04       9.187386001723e-03       9.187386001723e-03       8.202999640823e+04       1.154674302094e+01       1.565835566394e-02       5.249295106380e-06       7.871826099854e-10      -1.982556872123e-13      -5.773371523955e+00      -4.878115194007e-04      -5.773371510471e+00      -2.278267133421e-03 
       6.743831964851e-01      -9.738956152571e-03      -4.204226586257e+04      -4.223541983727e+04      -9.698636317943e-03       4.553016514108e+01       0.000000000000e+00      -1.080587080348e+04       8.199718248647e-03       8.199718248647e-03       8.447083967454e+04       1.189033333241e+01       1.397482616316e-02       4.714971162994e-06       7.027142885155e-10      -1.769819383919e-13      -5.945166678240e+00      -5.032327172574e-04      -5.945166666206e+00      -2.346195073502e-03 
       7.358123187307e-01      -8.470182325236e-03      -4.353292570482e+04      -4.373290688915e+04      -8.435112802684e-03       3.960082761449e+01       0.000000000000e+00      -1.118900149796e+04       7.131870969459e-03       7.131870969459e-03       8.746581377831e+04       1.231192244391e+01       1.215496338837e-02       4.179190411647e-06       6.112382728142e-10      -1.539432684235e-13      -6.155961232420e+00      -5.225278079104e-04      -6.155961221953e+00      -2.429598922878e-03 
       8.240743780645e-01      -7.054602382812e-03      -4.548583554466e+04      -4.569476850721e+04      -7.025388483443e-03       3.298738851113e+01       0.000000000000e+00      -1.169094171781e+04       5.940817011191e-03       5.940817011191e-03       9.138953701443e+04       1.286424869044e+01       1.012519416268e-02       3.434158024565e-06       5.091808171311e-10      -1.282396124294e-13      -6.432124353939e+00      -5.484345311950e-04      -6.432124345219e+00      -2.538960229881e-03 
       9.636063560716e-01      -5.469177094583e-03      -4.821166855344e+04      -4.843311365520e+04      -5.446530700884e-03       2.557207678600e+01       0.000000000000e+00      -1.239154376653e+04       4.605367054187e-03       4.605367054187e-03       9.686622731040e+04       1.363517599182e+01       7.849065489988e-03       2.687870091114e-06       3.948839345774e-10      -9.945339851984e-14      -6.817588002667e+00      -5.861232445080e-04      -6.817587995908e+00      -2.691832264361e-03 
